zip_code,region,urban_type,avg_summer_temp_f,extreme_heat_days_annual,poverty_rate_pct,ac_access_pct,risk_score,risk_flag,priority_tier
11262,Southeast,Inner Suburb,113.58056238079055,20.803690457201974,34.61347958286011,83.98293770486568,0.9916,1,Critical
10046,Southeast,Urban Core,108.08134953789944,23.525978349249822,14.08562284082449,81.77350590869472,0.9906,1,Critical
11433,Southwest,Urban Core,93.876105617414,20.17606521026243,23.041362408016077,62.13282063585865,0.9892,1,Critical
11505,Southeast,Urban Core,106.2180315167174,38.964283146563695,9.439922073366484,78.61197658811646,0.9873,1,Critical
11195,West,Urban Core,93.7472943348454,31.30640737097675,19.479752860984934,63.39120693255802,0.9854,1,Critical
10827,Southeast,Inner Suburb,94.56042312484892,27.05511924992884,26.02651044928113,72.18388309296894,0.9848,1,Critical
12019,Southwest,Urban Core,110.26356915349974,21.83996613341589,23.335984263351552,95.78298757396465,0.9847,1,Critical
10599,Northeast,Inner Suburb,108.3423408913232,32.68451189193534,29.46203816369672,89.73325318053028,0.9842,1,Critical
11436,Southeast,Inner Suburb,92.304827069493,47.79870694064215,26.57503824705644,67.13196367248328,0.9834,1,Critical
11247,Northeast,Inner Suburb,105.7740355812076,9.802844433732687,19.963540157422383,61.500443650405686,0.9834,1,Critical
11451,Midwest,Outer Suburb,86.79210293271856,26.9181802426228,45.73821456060391,68.30969673389913,0.9831,1,Critical
10078,Southeast,Inner Suburb,111.03923905696652,16.02757577099982,24.462310781879548,82.22982285616341,0.983,1,Critical
11549,Midwest,Urban Core,97.25947580887646,17.876187264559142,23.238381050234068,85.74420835857156,0.9822,1,Critical
11142,Southwest,Inner Suburb,96.47554002509617,39.67431518281402,27.53615277329129,99.0,0.9819,1,Critical
12361,Southeast,Outer Suburb,98.53223553419716,44.20973724135822,10.051101440544816,63.62947850185982,0.9818,1,Critical
10301,Midwest,Rural,93.38426576220452,48.68909572718324,26.367389634337204,75.06431090570669,0.9818,1,Critical
11639,West,Inner Suburb,97.27667866302689,36.452295329352765,12.37647740902628,49.510751005067135,0.9815,1,Critical
11999,Southeast,Inner Suburb,94.2568215388452,47.3731691163363,11.52872853253177,70.79899825663155,0.9814,1,Critical
11434,Northeast,Inner Suburb,115.0,25.317962508900173,40.11125121964901,97.84378754910996,0.9812,1,Critical
10621,Southeast,Urban Core,87.63162804640524,21.480034657939434,26.228140758012916,67.52801108384693,0.9807,1,Critical
10851,Southwest,Inner Suburb,88.17121925974764,31.36433091260593,17.485496436327125,35.06711922571439,0.9805,1,Critical
10261,West,Urban Core,73.3630753643839,40.82411409922911,19.497064636629805,52.23464281226018,0.9803,1,Critical
10970,Southwest,Urban Core,94.92538514278922,18.53453924671853,26.802501602637932,81.52537209932089,0.98,1,Critical
11307,Southwest,Inner Suburb,90.08667378932785,34.036818049658905,26.260926485066733,69.66695039354099,0.98,1,Critical
11193,Midwest,Urban Core,85.60273238998816,35.90712587046053,32.94699425874349,57.52178042585793,0.9799,1,Critical
11143,Midwest,Inner Suburb,112.89607967023382,10.28712196041944,24.95743654183743,93.81626970677333,0.9798,1,Critical
10417,Southeast,Outer Suburb,93.1626443257203,29.167820864330167,9.983765460468303,90.14416673784248,0.9797,1,Critical
11538,Northeast,Outer Suburb,108.5180470569361,67.23142500793483,14.069877795015785,83.01513951351421,0.9795,1,Critical
10026,Northeast,Urban Core,109.18330132552768,32.158993671645256,19.39156192670681,59.52796646327046,0.9793,1,Critical
11042,Southeast,Urban Core,91.77810830320146,25.839797058632406,28.641626951663195,60.2841106288356,0.979,1,Critical
11815,West,Urban Core,81.02282354462197,25.478079538993853,5.972844977363742,69.81640475117538,0.9789,1,Critical
11614,Southeast,Outer Suburb,85.90691647204045,35.884478832707295,14.537532159466604,86.10474697904343,0.9788,1,Critical
11866,Northeast,Urban Core,115.0,9.585108776102096,25.7775121209138,99.0,0.9787,1,Critical
10357,Midwest,Urban Core,75.48971863461745,29.80888433394725,23.729455481115902,57.23052177395492,0.9783,1,Critical
11360,West,Outer Suburb,95.29478590349612,12.83599880084709,36.49018884140554,59.61070339942981,0.9782,1,Critical
11442,Southwest,Urban Core,95.10756792416684,47.34093507231576,8.449029157029221,64.64766069311196,0.9782,1,Critical
12116,Southeast,Outer Suburb,115.0,10.935748488710198,39.79095709688974,88.44373826259032,0.9782,1,Critical
11683,Southwest,Inner Suburb,83.82969539505252,29.79597720762905,20.223290900986388,69.10859218504841,0.9777,1,Critical
11693,Northeast,Outer Suburb,93.48438831532944,9.062474771964313,37.044676389271935,52.987279067444135,0.9775,1,Critical
10279,Southwest,Urban Core,95.1372925093804,3.204615647891411,25.90379478009516,55.53545374076906,0.9773,1,Critical
12028,Southeast,Inner Suburb,96.708560532031,52.88855720087426,18.991605753980483,46.1726383045978,0.9771,1,Critical
10262,Northeast,Outer Suburb,86.32642380968728,13.010453452379146,21.002067479629588,86.3170897967992,0.9768,1,Critical
12114,Southwest,Urban Core,85.89411512592127,23.89733492257496,23.844120824459555,74.81208179031712,0.9763,1,Critical
10274,Midwest,Inner Suburb,107.27976923874346,25.91373474612397,31.09152557326603,92.43105003054076,0.9759,1,Critical
10138,Southeast,Rural,92.60393229728872,12.812319406319704,38.12650275349824,66.33585626670279,0.9759,1,Critical
11287,Southeast,Inner Suburb,96.4951846625882,30.97033250695887,18.14324278235589,64.94371503158263,0.9757,1,Critical
11845,Southeast,Inner Suburb,108.3069471370756,25.11695632105402,22.771396313258844,52.81237546314223,0.9757,1,Critical
10027,Midwest,Rural,100.48773353107056,25.876577511879614,8.456544493804973,70.17616797326015,0.9754,1,Critical
11612,Midwest,Urban Core,84.23711752976654,40.72760213010774,23.971931785925378,88.03354922023252,0.9748,1,Critical
11215,Southeast,Inner Suburb,115.0,12.648808622978423,6.006695095686172,66.93645328363941,0.9745,1,Critical
11904,Southwest,Rural,115.0,20.93242769727897,25.39797192552651,90.91303091947891,0.9745,1,Critical
10313,West,Urban Core,97.42532099700334,16.57476486917927,8.450381722644089,92.83250911975486,0.9742,1,Critical
11841,Southeast,Urban Core,110.17865769456095,11.18613277565509,27.304695376311766,77.78333592913341,0.9738,1,Critical
10226,West,Urban Core,96.83651807087124,4.786464038021225,10.40953110429826,64.01330365553528,0.9738,1,Critical
10030,Midwest,Outer Suburb,89.17073936564262,29.643719449967428,30.34595096077684,63.62209576106933,0.9734,1,Critical
10713,Southeast,Outer Suburb,110.8591441285977,54.45080638173525,24.50746154413518,67.07547658500002,0.9732,1,Critical
11107,Southwest,Urban Core,82.75985245223866,51.770076772011606,10.26702473676488,83.43645229549111,0.9732,1,Critical
10896,Southeast,Outer Suburb,101.21022796838808,15.91222025479122,18.79218024053359,56.36249834099405,0.9726,1,Critical
11488,Southeast,Inner Suburb,76.76740291557783,13.79896381557982,31.224515440135065,70.5375917825836,0.9725,1,Critical
12280,Southeast,Urban Core,83.9549832862822,59.01590332601475,39.686663510416935,72.70142691260732,0.9722,1,Critical
12149,Southwest,Urban Core,86.12228195726331,24.54081928062732,17.665090305224123,51.55927194090369,0.972,1,Critical
11342,West,Inner Suburb,104.42545167593042,15.058024080023872,14.96347858780292,81.27385809430295,0.9719,1,Critical
10553,Midwest,Urban Core,105.12852505366588,4.477465745119338,24.74234071108688,88.03157043512898,0.9718,1,Critical
11329,Midwest,Urban Core,115.0,1.1608125397330438,18.09366898901092,76.53595962404856,0.9717,1,Critical
11317,Southwest,Outer Suburb,109.2710827668338,15.59738451371174,18.76645685435428,53.32658849039739,0.9716,1,Critical
11985,Northeast,Outer Suburb,86.99986980831812,43.119946228840746,21.35982159426572,83.19734135875308,0.9715,1,Critical
10770,Northeast,Urban Core,89.91563342420793,23.57447526126284,34.862474773160855,76.54999828343945,0.9714,1,Critical
10115,West,Urban Core,90.38362917417432,19.897718209012897,24.67981001910301,84.88122793088787,0.9713,1,Critical
11706,Midwest,Inner Suburb,102.3735570214944,10.157397271788582,28.317235598316778,69.3190536403699,0.9712,1,Critical
12444,Southeast,Outer Suburb,84.70721719316612,40.41734040099718,17.831826280852894,53.025512173826726,0.9711,1,Critical
10659,Midwest,Urban Core,96.2497299100831,35.99792689459669,20.79428004012773,92.82841085876012,0.971,1,Critical
11918,Southeast,Inner Suburb,99.92086956624594,33.20835059761254,23.49624801316984,77.71779673114202,0.971,1,Critical
12303,Southeast,Urban Core,90.97345971301333,8.015389134562273,20.352817374445305,86.90004701883765,0.9709,1,Critical
12256,Midwest,Urban Core,81.41415893164955,31.267320639060948,9.35149630215734,65.1256729718287,0.9709,1,Critical
11519,West,Urban Core,92.91579997698844,25.571876627452447,14.126055047024602,51.96781374172439,0.9707,1,Critical
10870,Southeast,Urban Core,92.91341489336334,52.78980422195743,14.312625320778247,64.33401898982856,0.9706,1,Critical
11663,Midwest,Inner Suburb,87.64700245284833,37.43529354057603,32.87592086732299,54.32272408259146,0.9706,1,Critical
10946,Northeast,Outer Suburb,87.72995050878464,28.588554759109623,20.69619134875578,57.96409672150001,0.9697,1,Critical
11437,Southwest,Urban Core,78.31443312913322,36.45753697566749,29.041080339254,65.76337764462218,0.9695,1,Critical
10566,Southeast,Urban Core,92.89315811380447,10.362996637407177,18.51419862825556,44.873185360275336,0.9695,1,Critical
11002,West,Rural,105.97764482945004,28.83712223251337,20.637570483621232,68.89109600501892,0.9691,1,Critical
