zip_code,region,urban_type,avg_summer_temp_f,extreme_heat_days_annual,urban_heat_island_intensity,avg_humidity_pct,tree_canopy_coverage_pct,impervious_surface_pct,cooling_centers_per_10k,ac_access_pct,poverty_rate_pct,pct_65_plus,pct_outdoor_workers,median_household_income_k,uninsured_rate_pct,prev_heart_disease_pct,prev_diabetes_pct,prev_obesity_pct,prev_copd_pct,heat_hazard_index,elevated_heat_risk
10000,Southeast,Outer Suburb,77.83630855934712,3.5417088081242585,1.8657055552804152,58.309309306939504,41.89500660972804,51.556508118354905,4.061478194117054,99.0,30.256219755356636,18.792031274523023,7.924405707843767,65.76530012285262,8.667158814752616,1.0323546513774158,18.840075251679096,20.638006408350847,5.938222614914029,7.037861215447298,0
10001,West,Outer Suburb,60.0,24.98293183142326,0.7675858155474999,71.03335091339747,15.419247819345989,54.86994793763854,0.6975160233676875,61.89907636989981,7.8456358692934645,10.14862078638945,2.436760106100978,73.12253821983658,10.143547345550513,4.860937869908286,13.92555181777234,31.551039425939784,9.398966090079234,4.19661208443399,0
10002,Southwest,Inner Suburb,80.05335105970636,6.883347084353728,3.3064846486069874,94.19625463744181,7.755576172854895,42.423541857095785,0.8031074622341826,84.92703532094203,16.10651874592012,23.354017302468527,1.2327050111892683,61.48023685890956,4.9281617901162305,6.1823587960838875,9.809536973584986,18.52186139401592,8.91375640252172,3.9590126628946285,1
10003,Midwest,Rural,95.96168478420888,9.114242458895776,4.412093697682959,51.15903428919448,35.54446199229117,82.67427369536416,0.3969112103144641,60.956118251635516,13.043532076260242,10.948454363831566,5.561376830884449,79.98040282408151,18.828460609564896,8.839429584561195,14.56420921947285,30.007878031707428,3.1878765184433755,3.616639160522206,1
10004,Northeast,Urban Core,91.45155883539856,17.112900224425996,2.2260809997463764,42.58681377411495,18.438289912001988,39.84385795097727,0.8521869791791115,78.84412866017009,17.61713485754389,16.159204498330677,3.778902115712628,80.42512417806368,11.197308243577755,6.343587903531714,13.547883109260269,32.07271535316567,7.070160572433954,7.0393324845917125,1
10005,Northeast,Urban Core,90.13823497372691,4.902197961720025,2.175187543594034,36.99547957531402,17.63616025558065,55.11034384472387,0.1960321255166497,83.21847723517901,15.184297365815723,10.779450221505972,9.399433788471432,136.84125304152872,4.170384858618484,3.564719576339929,15.64848500888882,38.01521710245925,4.000614520575552,3.815658857887451,0
10006,Northeast,Rural,81.64008037750624,7.906760732389195,2.7048011855466045,61.565415106568786,24.571181625173566,73.81037746326528,1.3356099576233111,44.680133869373385,10.05033085682714,17.11115433057886,5.824830905712995,160.47467220829427,10.221527590459848,5.016684316753137,13.947799837739984,39.43463174747308,6.36978354705872,1.6898051633984106,1
10007,West,Inner Suburb,69.65163116536256,4.472430443315679,6.568636039045213,66.62837665873303,29.967434660869042,46.55429498493318,0.030298338195376844,52.84137321020036,14.155820243249167,8.777675648296249,6.572547208383775,50.2789123891253,2.8215218042814874,7.061919710964999,11.45571831852741,20.990273765502664,9.27745174369123,4.886924514618362,1
10008,Midwest,Outer Suburb,91.18353185949361,26.491690467816206,2.3740549146453613,48.17820290147348,39.16364614642369,31.971730864461883,0.32244045417704714,60.81588255771631,35.7540602696386,10.335991964950582,1.4716434518991384,125.22969498881862,1.2695330767711774,8.936791414250841,9.076283103743158,21.409662654742142,4.784192809227161,2.51064688191308,1
10009,Southwest,Rural,74.9886182795845,9.774771461294538,2.5360745886961977,72.01628942306421,8.933311686738874,49.64286356767495,0.27994130314194826,54.54173626712635,4.044835511913732,32.06170656041168,3.1992017558338377,68.00269715763206,5.5332553094036365,9.439554082589744,11.539469171389074,20.963436950789003,3.5315942253888095,4.01995357696648,1
10010,Northeast,Urban Core,111.20916080056547,4.050266892379878,11.487432858510596,66.37691338274516,42.25487020987203,35.46800008708878,3.334599986381025,79.5135336350193,11.571580674476433,21.909520955678094,6.931223137477019,49.961643484109736,12.646452348107923,2.914089531833433,5.071962250869382,38.3268774176891,6.128705061904993,2.28143845910116,1
10011,West,Rural,91.84608650025419,4.345131971708436,2.115147945538501,58.778170413608024,9.201126650774023,9.38439286017184,0.1878466876366084,82.36644375758758,10.938010065470932,18.586145992299485,15.275302321661501,73.96151442010171,5.08648016166679,7.153469286062942,10.348218986755732,34.76466431957392,9.300571242970662,4.646497310597931,1
10012,Southwest,Inner Suburb,78.03222036935259,23.55715439482362,3.2450486531071028,41.75653502660575,34.21456128649956,62.94316515879511,2.65721931751034,58.86470480338437,20.622403835243098,19.59881875766116,15.848362904794097,48.59392075465854,14.61225183523422,9.321161678671638,6.281443889561436,29.174455288472572,11.013014863419485,4.075287555538931,1
10013,Southeast,Inner Suburb,77.66337703133647,6.34204599158561,3.1467502891251575,49.32644232127498,10.802768519762237,45.96835758090305,0.1593578402187321,80.23557186478598,38.57329607631161,18.139484586953458,11.488739077737648,53.44538763868775,7.179105398370379,4.3808027925108455,12.832694404981067,22.463599595477937,4.459805627611137,3.8710528715997987,1
10014,Northeast,Outer Suburb,83.88466952063695,8.941301093791132,1.8993648410174087,15.0,23.67265601933289,73.03594898891416,1.2621820346058557,70.36658495211513,27.77718935578484,15.377755775515837,9.49924172901113,31.554959464374452,13.801348031967873,12.400659176281629,14.33678821690155,33.24228055431569,6.328953427859151,4.246048037386898,1
10015,Northeast,Rural,82.125976935739,13.725181974361334,3.4016572534372056,62.244167155564604,14.171937353509787,79.90018740044843,0.46259376120994883,76.20943139576003,10.4350459934097,21.297041284977336,14.722351431494179,56.83840897916588,3.999610930539551,5.516535020019201,12.26207753838299,42.95062594130492,6.688520761852356,5.08350968830642,1
10016,Southeast,Urban Core,98.40200530635946,10.34014883824878,0.6612427629686881,58.474143197453834,19.41744190274411,76.02292999169629,0.45576098898429773,66.68838078709351,3.731063209828863,10.211107127251768,6.491759447936113,87.03748096002072,7.505936853068319,10.059881631546473,10.34960122805323,42.42966738099295,2.4465424571678023,2.815435443286009,1
10017,Midwest,Inner Suburb,87.23699403692855,1.9579393250978192,2.1702430263779,61.392621839610754,30.35426950700286,51.61203340865027,7.6323239773311355,86.77782118431863,6.032640587908287,27.168747212195527,16.239293942511207,78.27903313656256,4.0197745132942435,9.07350598366313,9.85899800587313,20.214111276551783,2.3097356857055944,5.434594607106092,0
10018,Southeast,Outer Suburb,76.22041913309766,20.76042569040373,1.1519799305751675,67.07774228016208,29.750173852923936,66.12429207910616,0.30748653450116326,99.0,28.093706903085483,16.84234500667364,6.58455086526919,65.48670024295485,24.04945018675515,4.936741011508784,15.80402077616371,40.568419474611545,6.811241550228536,2.1785326561639873,1
10019,Southeast,Outer Suburb,107.6852882218694,10.968483707514949,3.4640692506896587,64.94478675578002,27.72206870458347,32.00138050766646,0.2716185209445901,91.93801588113442,4.10958407727182,21.61193688243477,8.183737899783763,130.10913318291793,3.83342863598501,7.04852700336435,14.946084534100565,20.109307009676435,5.060748827396976,1.506318239430606,0
10020,Midwest,Outer Suburb,85.59169997824267,16.614681120670664,0.5561324754515111,56.01310274837137,12.452999770822787,26.0403647114393,1.067972245249838,99.0,4.065242472903195,27.013678029627727,3.5496122542601367,158.70628897049755,0.19284626048797301,11.092413617201514,6.75476878055718,28.78167330185277,2.4965985708133274,4.944961207945264,1
10021,Northeast,Urban Core,94.22607611162677,21.850778146760273,4.004415384758955,58.87602477692954,25.316311872834266,53.77219070966232,1.6199660135125178,52.74915390408675,4.2865400212842575,19.438452291758335,12.910760185733308,70.04480870863763,5.6756745491185265,5.389365619081026,12.020967106639038,27.839641853351715,7.717443077989689,4.648849969862974,1
10022,Southeast,Urban Core,77.70128191066289,1.4421388688404106,0.11150385623705593,32.72230449946895,15.898973797982176,49.050769808278034,4.854975502224428,65.83723615908345,13.745155474344562,10.326582143354372,9.387531898638787,121.37170525707299,15.358918328329768,7.531829227669281,12.300806465999589,34.130418891770674,6.152684939890915,5.4876635790789,1
